,opis,dzielnica,no_rooms,cena,flat_area,price,link,data,lokator_dzielnica,ulica,lokator_ulica,geo_location,rodzaj,point,latitude,longitude,altitude
1080,Mieszkanie  44 20   Kraków,: Śródmieście,2.0,318 000 ,44.2,7195.0,https://www.otodom.pl/oferta/mieszkanie-44-20-m-krakow-ID3Vh4s.html#0c43dd2d44,2019-03-13 09:00:04.394033,"Krakow , : Śródmieście",,,"Śródmieście, Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.09244545, 19.9814571329086, 0.0)",50.09244545,19.9814571329086,0.0
1081,Przyt e mieszkanie na spokojnym  edlu,: Bieżanów,2.0,236 000 ,36.2,6519.0,https://www.otodom.pl/oferta/przytulne-mieszkanie-na-spokojnym-osiedlu-ID3Vh1G.html#0c43dd2d44,2019-03-13 09:00:04.394033,"Krakow , : Bieżanów",,,"Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0160061, 20.0372002, 0.0)",50.0160061,20.0372002,0.0
1088,Po generalnym remoncie 2pokoje 38m2 Krowodrza,: Krowodrza,2.0,370 000 ,38.0,9737.0,https://www.otodom.pl/oferta/po-generalnym-remoncie-2pokoje-38m2-krowodrza-ID3VgNu.html#0c43dd2d44,2019-03-13 09:00:04.394033,"Krakow , : Krowodrza",,,"Krowodrza, Kraków, województwo małopolskie, Polska", dzielnica,"(50.07087985, 19.9165631181448, 0.0)",50.07087985,19.9165631181448,0.0
1092,kawalerka  do wejścia  miejsce p ojowe w cenie!!,: Ruczaj,1.0,239 000 ,24.0,9958.0,https://www.otodom.pl/oferta/kawalerka-do-wejscia-miejsce-postojowe-w-cenie-ID3VgH2.html#0c43dd2d44,2019-03-13 09:00:04.394033,"Krakow , : Ruczaj",,,"Ruczaj, Osiedle Ruczaj-Zaborze, Dębniki, Kraków, województwo małopolskie, 30-409, Polska", dzielnica,"(50.0254477, 19.9220913, 0.0)",50.0254477,19.9220913,0.0
1093,4 pok.mieszkanie w stanie deweloperskim na Lema,: Dąbie,4.0,623 700 ,69.3,9000.0,https://www.otodom.pl/oferta/4-pok-mieszkanie-w-stanie-deweloperskim-na-lema-ID3VgFm.html#0c43dd2d44,2019-03-13 09:00:04.394033,"Krakow , : Dąbie",,,"Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-560, Polska", dzielnica,"(50.0594368, 19.9791419, 0.0)",50.0594368,19.9791419,0.0
1094,0% prowizji i PCC  cena dewelopera  balkon,: Dębniki,2.0,302 304 ,45.0,6718.0,https://www.otodom.pl/oferta/0-prowizji-i-pcc-cena-dewelopera-balkon-ID3VgCc.html#0c43dd2d44,2019-03-13 09:00:04.394033,"Krakow , : Dębniki",,,"Dębniki, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0518611, 19.9270367, 0.0)",50.0518611,19.9270367,0.0
1095,0% prowizji i PCC  cena dewelopera  2 balkony,: Dębniki,2.0,266 739 ,39.0,6839.0,https://www.otodom.pl/oferta/0-prowizji-i-pcc-cena-dewelopera-2-balkony-ID3VgzO.html#0c43dd2d44,2019-03-13 09:00:04.394033,"Krakow , : Dębniki",,,"Dębniki, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0518611, 19.9270367, 0.0)",50.0518611,19.9270367,0.0
1097,0% prowizji i PCC  cena dewelopera  balkon,: Dębniki,2.0,246 190 ,35.0,7034.0,https://www.otodom.pl/oferta/0-prowizji-i-pcc-cena-dewelopera-balkon-ID3Vgvc.html#0c43dd2d44,2019-03-13 09:00:04.394033,"Krakow , : Dębniki",,,"Dębniki, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0518611, 19.9270367, 0.0)",50.0518611,19.9270367,0.0
1109,3 pokojowe mieszkanie Batallonu ''Skała'' Ak,: Krowodrza,3.0,400 000 ,47.9,8351.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-batallonu-skala-ak-ID3VghS.html#afa032636e,2019-03-13 09:00:05.191013,"Krakow , : Krowodrza",,,"Krowodrza, Kraków, województwo małopolskie, Polska", dzielnica,"(50.07087985, 19.9165631181448, 0.0)",50.07087985,19.9165631181448,0.0
1145,Mieszkanie  25 60   Kraków,: Prądnik Czerwony,1.0,229 000 ,25.6,8945.0,https://www.otodom.pl/oferta/mieszkanie-25-60-m-krakow-ID3TYVU.html#89e33f6554,2019-03-14 11:30:51.739599,"Krakow , : Prądnik Czerwony",,,"Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0859345, 19.9665974032864, 0.0)",50.0859345,19.9665974032864,0.0
1146,Mieszkanie 3 pokojowe w dobrej lokalizacji   A,: Bronowice,3.0,364 800 ,48.0,7600.0,https://www.otodom.pl/oferta/mieszkanie-3-pokojowe-w-dobrej-lokalizacji-a-ID3VpWa.html#89e33f6554,2019-03-14 11:30:51.740602,"Krakow , : Bronowice",,,"Bronowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0833247, 19.8697836480149, 0.0)",50.0833247,19.8697836480149,0.0
1150,Inwestycyjne w znakomitej lokalizacji,: Stare Miasto,2.0,470 439 ,38.72,12150.0,https://www.otodom.pl/oferta/inwestycyjne-w-znakomitej-lokalizacji-ID3VqVA.html#89e33f6554,2019-03-14 11:30:51.740602,"Krakow , : Stare Miasto",,,"Stare Miasto, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0590398, 19.937168297929, 0.0)",50.0590398,19.937168297929,0.0
1151,Sprzedam mieszkanie z miejscem p ojowym w garażu,: Podgórze,3.0,450 000 ,56.32,7990.0,https://www.otodom.pl/oferta/sprzedam-mieszkanie-z-miejscem-postojowym-w-garazu-ID3VqWi.html#89e33f6554,2019-03-14 11:30:51.740602,"Krakow , : Podgórze",,,"Podgórze, Kraków, województwo małopolskie, Polska", dzielnica,"(50.042609, 20.0116973698772, 0.0)",50.042609,20.0116973698772,0.0
1152,Inwestycja: 5 mieszkań w 1   Duże rabaty !,: Bieńczyce,7.0,971 856 ,172.01,5650.0,https://www.otodom.pl/oferta/inwestycja-5-mieszkan-w-1-duze-rabaty-ID3VqW2.html#89e33f6554,2019-03-14 11:30:51.741603,"Krakow , : Bieńczyce",,,"Bieńczyce, Kraków, województwo małopolskie, Polska", dzielnica,"(50.08605125, 20.0292262621856, 0.0)",50.08605125,20.0292262621856,0.0
1156,"Pod Najem Krótkoterminowy 200M Od Rynku.""Okazja.",: Stare Miasto,3.0,899 000 ,98.2,9155.0,https://www.otodom.pl/oferta/pod-najem-krotkoterminowy-200m-od-rynku-okazja-ID3VqjK.html#89e33f6554,2019-03-14 11:30:51.741603,"Krakow , : Stare Miasto",,,"Stare Miasto, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0590398, 19.937168297929, 0.0)",50.0590398,19.937168297929,0.0
1159,Grzegórzki  2017  3 pokoje  1 piętro  wysoki stand,: Grzegórzki,3.0,668 000 ,63.0,10603.0,https://www.otodom.pl/oferta/grzegorzki-2017-3-pokoje-1-pietro-wysoki-stand-ID3VqdG.html#89e33f6554,2019-03-14 11:30:51.742606,"Krakow , : Grzegórzki",,,"Grzegórzki, Kraków, województwo małopolskie, Polska", dzielnica,"(50.06497215, 19.9688255164254, 0.0)",50.06497215,19.9688255164254,0.0
1163,Mieszkanie na poddaszu z dużym salonem   C,: Bronowice,3.0,368 000 ,46.0,8000.0,https://www.otodom.pl/oferta/mieszkanie-na-poddaszu-z-duzym-salonem-c-ID3Vqa8.html#89e33f6554,2019-03-14 11:30:51.742606,"Krakow , : Bronowice",,,"Bronowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0833247, 19.8697836480149, 0.0)",50.0833247,19.8697836480149,0.0
1165,Ustawne mieszkanie na 3 piętrze   B,: Bronowice,3.0,416 925 ,54.5,7650.0,https://www.otodom.pl/oferta/ustawne-mieszkanie-na-3-pietrze-b-ID3Vq9u.html#89e33f6554,2019-03-14 11:30:51.743608,"Krakow , : Bronowice",,,"Bronowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0833247, 19.8697836480149, 0.0)",50.0833247,19.8697836480149,0.0
1168,Wygodne mieszkanie z 2 balkonami   B,: Bronowice,2.0,296 400 ,38.0,7800.0,https://www.otodom.pl/oferta/wygodne-mieszkanie-z-2-balkonami-b-ID3Vq7u.html#89e33f6554,2019-03-14 11:30:51.744611,"Krakow , : Bronowice",,,"Bronowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0833247, 19.8697836480149, 0.0)",50.0833247,19.8697836480149,0.0
1169,Mieszkanie z balkonem   A,: Bronowice,1.0,246 000 ,30.0,8200.0,https://www.otodom.pl/oferta/mieszkanie-z-balkonem-a-ID3Vq6U.html#89e33f6554,2019-03-14 11:30:51.744611,"Krakow , : Bronowice",,,"Bronowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0833247, 19.8697836480149, 0.0)",50.0833247,19.8697836480149,0.0
1171,Mieszkanie 2 pokojowe z widokiem   A,: Bronowice,2.0,253 500 ,32.5,7800.0,https://www.otodom.pl/oferta/mieszkanie-2-pokojowe-z-widokiem-a-ID3VpZS.html#89e33f6554,2019-03-14 11:30:51.744611,"Krakow , : Bronowice",,,"Bronowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0833247, 19.8697836480149, 0.0)",50.0833247,19.8697836480149,0.0
1178,Mieszkanie  63 12   Kraków,: Podgórze,2.0,360 000 ,63.12,5703.0,https://www.otodom.pl/oferta/mieszkanie-63-12-m-krakow-ID3VpNV.html#3f7ebb237a,2019-03-14 11:30:53.539761,"Krakow , : Podgórze",,,"Podgórze, Kraków, województwo małopolskie, Polska", dzielnica,"(50.042609, 20.0116973698772, 0.0)",50.042609,20.0116973698772,0.0
1182,Piękne mieszkanie  Podgórze  do wejścia!,: Płaszów,3.0,460 000 ,60.0,7667.0,https://www.otodom.pl/oferta/piekne-mieszkanie-podgorze-do-wejscia-ID3VpNy.html#3f7ebb237a,2019-03-14 11:30:53.540763,"Krakow , : Płaszów",,,"Płaszów, Podgórze, Kraków, województwo małopolskie, Polska", dzielnica,"(50.04016845, 19.9946003016914, 0.0)",50.04016845,19.9946003016914,0.0
1189,Mieszkanie 51 m2    Nowy Przewóz  piwnica GRATIS,: Przewóz,2.0,408 000 ,51.0,8000.0,https://www.otodom.pl/oferta/mieszkanie-51-m2-os-nowy-przewoz-piwnica-gratis-ID3VpKs.html#3f7ebb237a,2019-03-14 11:30:53.541766,"Krakow , : Przewóz",,,"Przewóz, Podgórze, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0429884, 20.0705631589879, 0.0)",50.0429884,20.0705631589879,0.0
1190,Mieszkanie  82 60   Kraków,: Kazimierz,3.0,900 000 ,82.6,10896.0,https://www.otodom.pl/oferta/mieszkanie-82-60-m-krakow-ID3VpFS.html#3f7ebb237a,2019-03-14 11:30:53.541766,"Krakow , : Kazimierz",,,"Kazimierz, Stare Miasto, Kraków, województwo małopolskie, Polska", dzielnica,"(50.051855, 19.9449466, 0.0)",50.051855,19.9449466,0.0
1192,Mieszkanie  50 55   Kraków,: Podgórze Duchackie,2.0,390 000 ,50.55,7715.0,https://www.otodom.pl/oferta/mieszkanie-50-55-m-krakow-ID3VpwV.html#3f7ebb237a,2019-03-14 11:30:53.542769,"Krakow , : Podgórze Duchackie",,,"Podgórze Duchackie, Kraków, województwo małopolskie, Polska", dzielnica,"(50.01612995, 19.9588471819871, 0.0)",50.01612995,19.9588471819871,0.0
1199,2 pok./46m2/Kliny/balkon/Borkowska/2006,: Kliny-Zacisze,2.0,318 900 ,46.0,6933.0,https://www.otodom.pl/oferta/2-pok-46m2-kliny-balkon-borkowska-2006-ID3VpjG.html#3f7ebb237a,2019-03-14 11:30:53.543771,"Krakow , : Kliny-Zacisze",,,"Kliny Zacisze, Swoszowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0009881, 19.8961867, 0.0)",50.0009881,19.8961867,0.0
1206,3 pok Krowodrza z miejscem w garażu podziemnym,: małopolskie,3.0,538 000 ,61.0,8820.0,https://www.otodom.pl/oferta/3-pok-krowodrza-z-miejscem-w-garazu-podziemnym-ID3VpiE.html#85fbb29208,2019-03-14 11:30:55.262076,"Krakow , : małopolskie",,,"Kraków, województwo małopolskie, Polska", dzielnica,"(50.0469432, 19.9971534358367, 0.0)",50.0469432,19.9971534358367,0.0
1207,*Z Widokiem Na Wawel*Gotowe Do Wprowadzenia,: Krowodrza,2.0,285 000 ,29.0,9828.0,https://www.otodom.pl/oferta/z-widokiem-na-wawelgotowe-do-wprowadzenia-ID3Vpis.html#85fbb29208,2019-03-14 11:30:55.262076,"Krakow , : Krowodrza",,,"Krowodrza, Kraków, województwo małopolskie, Polska", dzielnica,"(50.07087985, 19.9165631181448, 0.0)",50.07087985,19.9165631181448,0.0
1223,Dwustronne  dwupokojowe z ogródkiem   Czyżyny,: Czyżyny,2.0,349 000 ,55.88,6246.0,https://www.otodom.pl/oferta/dwustronne-dwupokojowe-z-ogrodkiem-czyzyny-ID3Vpcg.html#85fbb29208,2019-03-14 11:30:55.265084,"Krakow , : Czyżyny",,,"Czyżyny, Kraków, województwo małopolskie, Polska", dzielnica,"(50.06652355, 20.0088412914733, 0.0)",50.06652355,20.0088412914733,0.0
1225,*Apartamenty Zbożowa* 5. p.  43 19 m2  wykończone.,: Łobzów,2.0,550 000 ,43.19,12734.0,https://www.otodom.pl/oferta/apartamenty-zbozowa-5-p-43-19-m2-wykonczone-ID3VpbG.html#85fbb29208,2019-03-14 11:30:55.266087,"Krakow , : Łobzów",,,"Łobzów, Krowodrza, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0752544, 19.9113711371738, 0.0)",50.0752544,19.9113711371738,0.0
1248,Piękny dwupoziomowy apartament z tarasami,: Bronowice,5.0,1 295 000 ,173.0,7486.0,https://www.otodom.pl/oferta/piekny-dwupoziomowy-apartament-z-tarasami-ID3Vp6v.html#d245b9f81f,2019-03-14 11:30:57.369260,"Krakow , : Bronowice",,,"Bronowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0833247, 19.8697836480149, 0.0)",50.0833247,19.8697836480149,0.0
1252,Czteropokojowe z balkonem  Czyżyny Promocja,: Czyżyny,4.0,395 000 ,66.61,5930.0,https://www.otodom.pl/oferta/czteropokojowe-z-balkonem-czyzyny-promocja-ID3Vp4E.html#d245b9f81f,2019-03-14 11:30:57.369260,"Krakow , : Czyżyny",,,"Czyżyny, Kraków, województwo małopolskie, Polska", dzielnica,"(50.06652355, 20.0088412914733, 0.0)",50.06652355,20.0088412914733,0.0
1253,Trzypokojowe mieszkanie z balkonem   Czyżyny,: Czyżyny,3.0,373 716 ,59.32,6300.0,https://www.otodom.pl/oferta/trzypokojowe-mieszkanie-z-balkonem-czyzyny-ID3Vp4A.html#d245b9f81f,2019-03-14 11:30:57.370263,"Krakow , : Czyżyny",,,"Czyżyny, Kraków, województwo małopolskie, Polska", dzielnica,"(50.06652355, 20.0088412914733, 0.0)",50.06652355,20.0088412914733,0.0
1254,Dwupokojowe mieszkanie z balkonem   Czyżyny,: Czyżyny,2.0,269 000 ,33.72,7977.0,https://www.otodom.pl/oferta/dwupokojowe-mieszkanie-z-balkonem-czyzyny-ID3Vp4v.html#d245b9f81f,2019-03-14 11:30:57.370263,"Krakow , : Czyżyny",,,"Czyżyny, Kraków, województwo małopolskie, Polska", dzielnica,"(50.06652355, 20.0088412914733, 0.0)",50.06652355,20.0088412914733,0.0
1255,Ustawne trzypokojowe mieszkanie z balkonem,: Prądnik Biały,3.0,"441 485,80 ",65.02,6790.0,https://www.otodom.pl/oferta/ustawne-trzypokojowe-mieszkanie-z-balkonem-ID3Vp4k.html#d245b9f81f,2019-03-14 11:30:57.370263,"Krakow , : Prądnik Biały",,,"Prądnik Biały, Kraków, województwo małopolskie, Polska", dzielnica,"(50.1035684, 19.9536031063012, 0.0)",50.1035684,19.9536031063012,0.0
1256,Piękne mieszkanie 3 pokojowe na dwóch poziomach,: Czyżyny,3.0,520 000 ,84.0,6190.0,https://www.otodom.pl/oferta/piekne-mieszkanie-3-pokojowe-na-dwoch-poziomach-ID3Vp3q.html#d245b9f81f,2019-03-14 11:30:57.370263,"Krakow , : Czyżyny",,,"Czyżyny, Kraków, województwo małopolskie, Polska", dzielnica,"(50.06652355, 20.0088412914733, 0.0)",50.06652355,20.0088412914733,0.0
1257,Mieszkanie  71 17   Kraków,: Wola Duchacka,4.0,449 000 ,71.17,6309.0,https://www.otodom.pl/oferta/mieszkanie-71-17-m-krakow-ID3Vp0U.html#d245b9f81f,2019-03-14 11:30:57.370263,"Krakow , : Wola Duchacka",,,"Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, Polska", dzielnica,"(50.02252585, 19.9614044122065, 0.0)",50.02252585,19.9614044122065,0.0
1263,Ustawne 3 pokojowe mieszkanie 60 mkw za 400 000!,: Nowa Huta,3.0,400 000 ,60.0,6667.0,https://www.otodom.pl/oferta/ustawne-3-pokojowe-mieszkanie-60-mkw-za-400-000-ID3Vp28.html#2586a7ec49,2019-03-14 11:30:59.136980,"Krakow , : Nowa Huta",,,"Nowa Huta, Kraków, województwo małopolskie, Polska", dzielnica,"(50.08061865, 20.1293321980052, 0.0)",50.08061865,20.1293321980052,0.0
1265,3 pokoje obok Up po remoncie,: Łobzów,3.0,449 000 ,56.6,7933.0,https://www.otodom.pl/oferta/3-pokoje-obok-up-po-remoncie-ID3Vp0A.html#2586a7ec49,2019-03-14 11:30:59.137982,"Krakow , : Łobzów",,,"Łobzów, Krowodrza, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0752544, 19.9113711371738, 0.0)",50.0752544,19.9113711371738,0.0
1276,Przyt e mieszkanie blisko centrum!,: Prądnik Czerwony,1.0,265 000 ,35.0,7571.0,https://www.otodom.pl/oferta/przytulne-mieszkanie-blisko-centrum-ID3VoVs.html#2586a7ec49,2019-03-14 11:30:59.139988,"Krakow , : Prądnik Czerwony",,,"Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0859345, 19.9665974032864, 0.0)",50.0859345,19.9665974032864,0.0
1286,Apartament 3 pokoje   ok. B arów Wiślanych i Ice,: Stare Dębniki,3.0,650 811 ,55.69,11686.0,https://www.otodom.pl/oferta/apartament-3-pokoje-ok-bulwarow-wislanych-i-ice-ID3VoIv.html#2586a7ec49,2019-03-14 11:30:59.141993,"Krakow , : Stare Dębniki",,,"Dębniki, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0518611, 19.9270367, 0.0)",50.0518611,19.9270367,0.0
1292,Przestronne mieszkanie 2 pok 60m2 blisko Kurdwanow,: Rajsko,2.0,360 000 ,60.01,5999.0,https://www.otodom.pl/oferta/przestronne-mieszkanie-2-pok-60m2-blisko-kurdwanow-ID3VoIo.html#d5a755bd0e,2019-03-14 11:31:00.932536,"Krakow , : Rajsko",,,"Rajsko, Bronowice, Kraków, województwo małopolskie, 30-198, Polska", dzielnica,"(50.093584, 19.8533571, 0.0)",50.093584,19.8533571,0.0
1295,Mieszkanie  19 90   Kraków,: Azory,1.0,199 000 ,19.9,10000.0,https://www.otodom.pl/oferta/mieszkanie-19-90-m-krakow-ID3VoFm.html#d5a755bd0e,2019-03-14 11:31:00.933539,"Krakow , : Azory",,,"Azory, Prądnik Biały, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0852778, 19.9069444, 0.0)",50.0852778,19.9069444,0.0
1296,Mieszkanie  44 70   Kraków,: Nowa Huta,3.0,329 000 ,44.7,7360.0,https://www.otodom.pl/oferta/mieszkanie-44-70-m-krakow-ID3VoFa.html#d5a755bd0e,2019-03-14 11:31:00.933539,"Krakow , : Nowa Huta",,,"Nowa Huta, Kraków, województwo małopolskie, Polska", dzielnica,"(50.08061865, 20.1293321980052, 0.0)",50.08061865,20.1293321980052,0.0
1298,Mieszkanie 50m2 | Odbiór Czerwiec 2019 | Bieżanów,: Bieżanów,3.0,275 000 ,50.0,5500.0,https://www.otodom.pl/oferta/mieszkanie-50m2-odbior-czerwiec-2019-biezanow-ID3VoAs.html#d5a755bd0e,2019-03-14 11:31:00.933539,"Krakow , : Bieżanów",,,"Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0160061, 20.0372002, 0.0)",50.0160061,20.0372002,0.0
1301,Ustawne 3 pokojowe z 2 balkonami,: Bronowice,3.0,360 000 ,45.5,7912.0,https://www.otodom.pl/oferta/ustawne-3-pokojowe-z-2-balkonami-ID3VouE.html#d5a755bd0e,2019-03-14 11:31:00.934542,"Krakow , : Bronowice",,,"Bronowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0833247, 19.8697836480149, 0.0)",50.0833247,19.8697836480149,0.0
1305,2 pokoje! 36.80m2  Korporacje!,: Prądnik Biały,2.0,299 000 ,36.8,8125.0,https://www.otodom.pl/oferta/2-pokoje-36-80m2-korporacje-ID3VokY.html#d5a755bd0e,2019-03-14 11:31:00.935544,"Krakow , : Prądnik Biały",,,"Prądnik Biały, Kraków, województwo małopolskie, Polska", dzielnica,"(50.1035684, 19.9536031063012, 0.0)",50.1035684,19.9536031063012,0.0
1307,Inwestycyjnie  2 pokoje  41.89m2,: Prądnik Biały,2.0,319 000 ,41.89,7615.0,https://www.otodom.pl/oferta/inwestycyjnie-2-pokoje-41-89m2-ID3VokI.html#d5a755bd0e,2019-03-14 11:31:00.936547,"Krakow , : Prądnik Biały",,,"Prądnik Biały, Kraków, województwo małopolskie, Polska", dzielnica,"(50.1035684, 19.9536031063012, 0.0)",50.1035684,19.9536031063012,0.0
1308,Kawalerka Inwestycyjnie!,: Prądnik Biały,1.0,249 000 ,24.56,10138.0,https://www.otodom.pl/oferta/kawalerka-inwestycyjnie-ID3VokQ.html#d5a755bd0e,2019-03-14 11:31:00.937550,"Krakow , : Prądnik Biały",,,"Prądnik Biały, Kraków, województwo małopolskie, Polska", dzielnica,"(50.1035684, 19.9536031063012, 0.0)",50.1035684,19.9536031063012,0.0
1310,Ciekawe  dwupoziomowe mieszkanie Krowodrza,: Krowodrza,3.0,520 000 ,77.0,6753.0,https://www.otodom.pl/oferta/ciekawe-dwupoziomowe-mieszkanie-krowodrza-ID3Vokv.html#d5a755bd0e,2019-03-14 11:31:00.937550,"Krakow , : Krowodrza",,,"Krowodrza, Kraków, województwo małopolskie, Polska", dzielnica,"(50.07087985, 19.9165631181448, 0.0)",50.07087985,19.9165631181448,0.0
1313,2 pokojowe z 2 balkonami w cichej okolicy,: Bronowice,2.0,297 000 ,38.0,7816.0,https://www.otodom.pl/oferta/2-pokojowe-z-2-balkonami-w-cichej-okolicy-ID3VoaU.html#d5a755bd0e,2019-03-14 11:31:00.937550,"Krakow , : Bronowice",,,"Bronowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0833247, 19.8697836480149, 0.0)",50.0833247,19.8697836480149,0.0
1320,4 Pokojowe Z Dużym Balkonem!,: Prądnik Biały,4.0,495 000 ,65.13,7600.0,https://www.otodom.pl/oferta/4-pokojowe-z-duzym-balkonem-ID3Voao.html#0c43dd2d44,2019-03-14 11:31:02.745294,"Krakow , : Prądnik Biały",,,"Prądnik Biały, Kraków, województwo małopolskie, Polska", dzielnica,"(50.1035684, 19.9536031063012, 0.0)",50.1035684,19.9536031063012,0.0
1327,Kawalerka Na Inwestycje Centrum,: Stare Miasto,1.0,113 000 ,18.0,6278.0,https://www.otodom.pl/oferta/kawalerka-na-inwestycje-centrum-ID3Vo7O.html#0c43dd2d44,2019-03-14 11:31:02.747300,"Krakow , : Stare Miasto",,,"Stare Miasto, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0590398, 19.937168297929, 0.0)",50.0590398,19.937168297929,0.0
1328,Mieszkanie 46m2 2 pokoje pod inwestycję,: Prądnik Biały,2.0,385 000 ,46.0,8370.0,https://www.otodom.pl/oferta/mieszkanie-46m2-2-pokoje-pod-inwestycje-ID3Vo76.html#0c43dd2d44,2019-03-14 11:31:02.747300,"Krakow , : Prądnik Biały",,,"Prądnik Biały, Kraków, województwo małopolskie, Polska", dzielnica,"(50.1035684, 19.9536031063012, 0.0)",50.1035684,19.9536031063012,0.0
1329,Mieszkanie +m ce garażowe+ piwnica w cenie!Kliny,: Kliny-Zacisze,2.0,305 000 ,44.0,6932.0,https://www.otodom.pl/oferta/mieszkanie-m-ce-garazowe-piwnica-w-cenie-kliny-ID3Vo6E.html#0c43dd2d44,2019-03-14 11:31:02.747300,"Krakow , : Kliny-Zacisze",,,"Kliny Zacisze, Swoszowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0009881, 19.8961867, 0.0)",50.0009881,19.8961867,0.0
1330,Dwupokojowe 40m2 Niepodległości,: Nowa Huta,2.0,310 000 ,40.0,7750.0,https://www.otodom.pl/oferta/dwupokojowe-40m2-niepodleglosci-ID3Vo6k.html#0c43dd2d44,2019-03-14 11:31:02.747300,"Krakow , : Nowa Huta",,,"Nowa Huta, Kraków, województwo małopolskie, Polska", dzielnica,"(50.08061865, 20.1293321980052, 0.0)",50.08061865,20.1293321980052,0.0
1331,2 pokoje z ogródkiem,: Bronowice,2.0,242 000 ,31.0,7806.0,https://www.otodom.pl/oferta/2-pokoje-z-ogrodkiem-ID3Vo2A.html#0c43dd2d44,2019-03-14 11:31:02.747300,"Krakow , : Bronowice",,,"Bronowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0833247, 19.8697836480149, 0.0)",50.0833247,19.8697836480149,0.0
1333,3 pokoje 68M2 Debniki  Kliny Z Dużym Tarasem 24M2,: Kliny-Zacisze,3.0,349 000 ,61.0,5721.0,https://www.otodom.pl/oferta/3-pokoje-68m2-debniki-kliny-z-duzym-tarasem-24m2-ID3VnX6.html#0c43dd2d44,2019-03-14 11:31:02.747300,"Krakow , : Kliny-Zacisze",,,"Kliny Zacisze, Swoszowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0009881, 19.8961867, 0.0)",50.0009881,19.8961867,0.0
1336,Nowa Cena  7149 /m2   zamieszkaj ekskluzywnie,: Bronowice,2.0,316 129 ,44.26,7143.0,https://www.otodom.pl/oferta/nowa-cena-7149-zl-m2-zamieszkaj-ekskluzywnie-ID3VnTi.html#0c43dd2d44,2019-03-14 11:31:02.748302,"Krakow , : Bronowice",,,"Bronowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0833247, 19.8697836480149, 0.0)",50.0833247,19.8697836480149,0.0
1338,3 pokojowe mieszkanie na Prądniku Białym (Pl/Рус),: Prądnik Biały,3.0,439 280 ,57.8,7600.0,https://www.otodom.pl/oferta/3-pokojowe-mieszkanie-na-pradniku-bialym-pl-ID3VnSQ.html#0c43dd2d44,2019-03-14 11:31:02.748302,"Krakow , : Prądnik Biały",,,"Prądnik Biały, Kraków, województwo małopolskie, Polska", dzielnica,"(50.1035684, 19.9536031063012, 0.0)",50.1035684,19.9536031063012,0.0
1339,Ekskluzywnie i elegancko a do tego zielono,: Bronowice,4.0,460 904 ,67.79,6799.0,https://www.otodom.pl/oferta/ekskluzywnie-i-elegancko-a-do-tego-zielono-ID3VnSM.html#0c43dd2d44,2019-03-14 11:31:02.748302,"Krakow , : Bronowice",,,"Bronowice, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0833247, 19.8697836480149, 0.0)",50.0833247,19.8697836480149,0.0
1341,Mieszkanie z dużym salonem 58 mkw k. Capgemini,: Prądnik Czerwony,3.0,505 905 ,58.15,8700.0,https://www.otodom.pl/oferta/mieszkanie-z-duzym-salonem-58-mkw-k-capgemini-ID3VnRq.html#0c43dd2d44,2019-03-14 11:31:02.748302,"Krakow , : Prądnik Czerwony",,,"Prądnik Czerwony, Kraków, województwo małopolskie, Polska", dzielnica,"(50.0859345, 19.9665974032864, 0.0)",50.0859345,19.9665974032864,0.0
